FIPS,County,State,Country,County and State,Lat,Long,Confirmed,Deaths,Active,Avg Household Size,Avg Number of Children per Household,Avg Number of Adults per Household,Total Population 65 and Older,Total Number of Workers 16 Years Old and Over,Percent of Workers Using Public Transport,Total Population,Total Population White,Percent of Population White,Total Population African American or Black,Percent of Population African American or Black,Total Population American Indian or Alaskan Native,Percent of Population American Indian or Alaskan Native,Total Population Asian,Percent of Population Asian,Total Population Native Hawaiian and Pacific Islander,Percent of Population Native Hawaiian and Pacific Islander
29165,Platte,Missouri,US,"Platte County, Missouri",39.38154439,-94.77068479,17,0,0,2.45,0.61,1.84,13705,52141,0.6,102985,87196,0.8467,7389,0.0717,403,0.0039,2602,0.0253,209,0.002
29183,St. Charles,Missouri,US,"St. Charles County, Missouri",38.77875681,-90.66662425,188,5,0,2.64,0.69,1.95,55482,205673,0.2,399182,356581,0.8933,19425,0.0487,629,0.0016,10997,0.0275,0,0
29189,St. Louis,Missouri,US,"St. Louis County, Missouri",38.6377004,-90.4458375,1033,13,0,2.42,0.58,1.84,172382,488952,2.5,996945,674930,0.677,243987,0.2447,1974,0.002,45482,0.0456,587,0.0006
29510,St. Louis City,Missouri,US,"St. Louis city, Missouri",38.63555736,-90.24349225,358,4,0,2.16,0.47,1.69,39208,151379,9.3,302838,142649,0.471,137404,0.4537,685,0.0023,10878,0.0359,432,0.0014
30013,Cascade,Montana,US,"Cascade County, Montana",47.30797024,-111.3467922,11,0,0,2.33,0.54,1.79,14597,38688,0.6,81643,71351,0.8739,1416,0.0173,3319,0.0407,675,0.0083,80,0.001
30029,Flathead,Montana,US,"Flathead County, Montana",48.29575866,-114.0520569,25,0,0,2.4,0.56,1.83,17851,46539,0.7,102106,96362,0.9437,411,0.004,2081,0.0204,1369,0.0134,0,0
30031,Gallatin,Montana,US,"Gallatin County, Montana",45.54486106,-111.1692571,116,0,0,2.36,0.51,1.85,12315,58161,0.5,111876,105137,0.9398,295,0.0026,943,0.0084,1970,0.0176,0,0
30049,Lewis and Clark,Montana,US,"Lewis and Clark County, Montana",47.12610041,-112.394698,14,0,0,2.3,0.53,1.77,11607,34189,0.5,68700,64688,0.9416,270,0.0039,1535,0.0223,471,0.0069,0,0
30063,Missoula,Montana,US,"Missoula County, Montana",47.03728583,-113.9213508,21,1,0,2.3,0.47,1.83,16877,62650,2.2,118791,108625,0.9144,826,0.007,1877,0.0158,1838,0.0155,515,0.0043
30111,Yellowstone,Montana,US,"Yellowstone County, Montana",45.93955949,-108.2691486,40,0,0,2.38,0.57,1.81,25450,79541,0.6,160137,144044,0.8995,787,0.0049,7763,0.0485,1019,0.0064,67,0.0004
31055,Douglas,Nebraska,US,"Douglas County, Nebraska",41.29518299,-96.15085305,159,4,0,2.49,0.66,1.83,68170,285090,1.2,566880,446280,0.7873,61942,0.1093,4147,0.0073,22721,0.0401,90,0.0002
31109,Lancaster,Nebraska,US,"Lancaster County, Nebraska",40.78416049,-96.68777155,32,0,0,2.4,0.58,1.82,40421,167569,1.3,317272,271640,0.8562,12492,0.0394,2085,0.0066,12759,0.0402,134,0.0004
31153,Sarpy,Nebraska,US,"Sarpy County, Nebraska",41.11314181,-96.11156432,28,0,0,2.71,0.79,1.93,19582,95783,0.2,184459,158475,0.8591,7373,0.04,636,0.0034,4295,0.0233,162,0.0009
32003,Clark,Nevada,US,"Clark County, Nevada",36.21458855,-115.0130241,1608,41,0,2.7,0.68,2.01,301845,989494,3.8,2231647,1285689,0.5761,264357,0.1185,23704,0.0106,219628,0.0984,15694,0.007
32031,Washoe,Nevada,US,"Washoe County, Nevada",40.66562265,-119.6631594,264,4,0,2.55,0.61,1.94,69819,222085,1.8,465735,352974,0.7579,11785,0.0253,7284,0.0156,23738,0.051,3267,0.007
33005,Cheshire,New Hampshire,US,"Cheshire County, New Hampshire",42.92015988,-72.25311043,13,0,0,2.4,0.5,1.9,14195,39435,0.3,76493,72081,0.9423,537,0.007,313,0.0041,1349,0.0176,0,0
33009,Grafton,New Hampshire,US,"Grafton County, New Hampshire",43.93779815,-71.82057197,41,0,0,2.28,0.45,1.83,17342,45405,1.3,89786,82882,0.9231,1212,0.0135,403,0.0045,3169,0.0353,89,0.001
33011,Hillsborough,New Hampshire,US,"Hillsborough County, New Hampshire",42.91537785,-71.7200253,272,2,0,2.53,0.6,1.92,60825,219983,0.9,415247,366558,0.8827,13824,0.0333,622,0.0015,17910,0.0431,42,0.0001
33013,Merrimack,New Hampshire,US,"Merrimack County, New Hampshire",43.29662971,-71.6811573,52,0,0,2.46,0.56,1.9,25707,77829,0.4,151132,142580,0.9434,2033,0.0135,388,0.0026,3026,0.02,204,0.0013
33015,Rockingham,New Hampshire,US,"Rockingham County, New Hampshire",42.98499744,-71.12883377,246,1,0,2.54,0.59,1.96,50759,169829,0.8,309176,292224,0.9452,2447,0.0079,9,0,5447,0.0176,0,0
33017,Strafford,New Hampshire,US,"Strafford County, New Hampshire",43.291833,-71.02336013,46,0,0,2.44,0.54,1.9,18162,66373,2.1,130090,120443,0.9258,934,0.0072,201,0.0015,4606,0.0354,180,0.0014
34001,Atlantic,New Jersey,US,"Atlantic County, New Jersey",39.47538693,-74.65848483,132,1,0,2.61,0.62,1.99,45459,124850,6.2,265429,173409,0.6533,37050,0.1396,557,0.0021,21421,0.0807,255,0.001
34003,Bergen,New Jersey,US,"Bergen County, New Jersey",40.96010917,-74.07164325,6862,200,0,2.66,0.61,2.06,155306,464960,15.2,936692,665583,0.7106,55416,0.0592,2941,0.0031,155916,0.1665,235,0.0003
34005,Burlington,New Jersey,US,"Burlington County, New Jersey",39.87681124,-74.66927768,646,11,0,2.62,0.62,1.99,72612,222233,3.5,445384,317611,0.7131,76289,0.1713,347,0.0008,20861,0.0468,603,0.0014
34007,Camden,New Jersey,US,"Camden County, New Jersey",39.80343818,-74.96388753,645,8,0,2.65,0.65,2,75995,242412,7.3,507078,311840,0.615,102304,0.2018,609,0.0012,30542,0.0602,63,0.0001
34009,Cape May,New Jersey,US,"Cape May County, New Jersey",39.15008829,-74.80170244,85,3,0,2.32,0.45,1.87,23572,41535,1.7,92560,82013,0.8861,3564,0.0385,16,0.0002,1088,0.0118,0,0
34011,Cumberland,New Jersey,US,"Cumberland County, New Jersey",39.37199394,-75.10712559,64,2,0,2.79,0.72,2.06,22325,61704,1.9,150972,98342,0.6514,29550,0.1957,793,0.0053,2659,0.0176,0,0
34013,Essex,New Jersey,US,"Essex County, New Jersey",40.78681335,-74.24657979,4493,186,0,2.68,0.68,1.99,104288,366088,21.4,799767,327776,0.4098,318855,0.3987,1076,0.0013,44447,0.0556,301,0.0004
34015,Gloucester,New Jersey,US,"Gloucester County, New Jersey",39.71581067,-75.13995546,279,3,0,2.72,0.67,2.05,43423,144686,2.2,291408,238703,0.8191,29877,0.1025,508,0.0017,9763,0.0335,0,0
34017,Hudson,New Jersey,US,"Hudson County, New Jersey",40.73766234,-74.07515667,4395,92,0,2.54,0.53,2,76628,345277,42.1,676061,359699,0.5321,82145,0.1215,3008,0.0044,108472,0.1604,0,0
34019,Hunterdon,New Jersey,US,"Hunterdon County, New Jersey",40.56335249,-74.91284156,211,2,0,2.62,0.64,1.98,21457,64737,2.7,124714,112770,0.9042,3680,0.0295,0,0,5446,0.0437,126,0.001
34021,Mercer,New Jersey,US,"Mercer County, New Jersey",40.28047017,-74.70479631,740,19,0,2.61,0.62,1.99,53598,176477,7.6,369811,226971,0.6137,75902,0.2052,630,0.0017,41990,0.1135,111,0.0003
34023,Middlesex,New Jersey,US,"Middlesex County, New Jersey",40.43629879,-74.41426991,3263,87,0,2.8,0.66,2.14,117814,397812,9.7,829685,468466,0.5646,84157,0.1014,2911,0.0035,202159,0.2437,616,0.0007
34025,Monmouth,New Jersey,US,"Monmouth County, New Jersey",40.26549699,-74.22240686,2545,62,0,2.66,0.64,2.02,103679,309570,8.2,621354,519365,0.8359,46143,0.0743,495,0.0008,34085,0.0549,92,0.0001
34027,Morris,New Jersey,US,"Morris County, New Jersey",40.86095313,-74.5455371,1956,60,0,2.68,0.65,2.03,80497,256536,5.5,494228,403898,0.8172,17669,0.0358,833,0.0017,51943,0.1051,140,0.0003
34029,Ocean,New Jersey,US,"Ocean County, New Jersey",39.8895449,-74.28089251,2374,71,0,2.58,0.61,1.97,131798,249760,1.8,601651,545981,0.9075,19746,0.0328,827,0.0014,11806,0.0196,0,0
34031,Passaic,New Jersey,US,"Passaic County, New Jersey",41.03238628,-74.29954144,3756,53,0,2.94,0.75,2.19,70281,234560,8.6,503310,314282,0.6244,56572,0.1124,754,0.0015,27104,0.0539,301,0.0006
34033,Salem,New Jersey,US,"Salem County, New Jersey",39.58719656,-75.3469663,29,2,0,2.56,0.61,1.95,11182,28899,0.9,62607,49612,0.7924,9394,0.15,346,0.0055,450,0.0072,0,0
34035,Somerset,New Jersey,US,"Somerset County, New Jersey",40.56465737,-74.61683016,902,31,0,2.71,0.68,2.03,48929,170127,5.3,331164,220871,0.667,32082,0.0969,500,0.0015,61353,0.1853,0,0
34037,Sussex,New Jersey,US,"Sussex County, New Jersey",41.13891592,-74.69118243,292,11,0,2.69,0.65,2.04,22889,73746,1.8,140799,131040,0.9307,3364,0.0239,88,0.0006,3090,0.0219,66,0.0005
34039,Union,New Jersey,US,"Union County, New Jersey",40.65835409,-74.30680092,3685,78,0,2.82,0.7,2.12,76895,273296,12,558067,296375,0.5311,119389,0.2139,3687,0.0066,31093,0.0557,0,0
34041,Warren,New Jersey,US,"Warren County, New Jersey",40.85951833,-74.99556527,215,7,0,2.57,0.62,1.96,18236,53853,1.2,105779,91932,0.8691,4847,0.0458,205,0.0019,2525,0.0239,0,0
35001,Bernalillo,New Mexico,US,"Bernalillo County, New Mexico",35.05163625,-106.6703554,262,7,0,2.45,0.6,1.85,103210,313630,1.9,678701,530270,0.7813,19806,0.0292,31767,0.0468,18763,0.0276,176,0.0003
35005,Chaves,New Mexico,US,"Chaves County, New Mexico",33.36406072,-104.4665365,14,0,0,2.7,0.76,1.93,10048,26337,1.1,64689,54650,0.8448,1854,0.0287,640,0.0099,467,0.0072,0,0
35013,Dona Ana,New Mexico,US,"Do?a Ana County, New Mexico",32.35275771,-106.8329387,30,0,0,2.71,0.74,1.97,32046,88427,0.6,217522,192259,0.8839,4341,0.02,2650,0.0122,2084,0.0096,73,0.0003
35025,Lea,New Mexico,US,"Lea County, New Mexico",32.79215361,-103.4123733,2,0,0,2.82,0.85,1.96,7684,28416,0.2,69611,63369,0.9103,2597,0.0373,546,0.0078,732,0.0105,0,0
35031,McKinley,New Mexico,US,"McKinley County, New Mexico",35.7152,-108.2378,61,2,0,3.22,1.01,2.2,8412,23198,0.8,72290,8544,0.1182,298,0.0041,57633,0.7972,797,0.011,66,0.0009
35035,Otero,New Mexico,US,"Otero County, New Mexico",32.61348406,-105.7417604,3,0,0,2.51,0.65,1.86,10952,25810,0.7,66781,53505,0.8012,2225,0.0333,4380,0.0656,751,0.0112,462,0.0069
35043,Sandoval,New Mexico,US,"Sandoval County, New Mexico",35.68862401,-106.8687803,114,2,0,2.75,0.74,2.01,23111,59697,0.8,145179,110577,0.7617,3752,0.0258,18073,0.1245,2121,0.0146,1007,0.0069
35045,San Juan,New Mexico,US,"San Juan County, New Mexico",36.3882,-108.2378,128,0,0,2.89,0.84,2.05,17443,49882,0.3,125043,66111,0.5287,1074,0.0086,50058,0.4003,1492,0.0119,42,0.0003
35049,Santa Fe,New Mexico,US,"Santa Fe County, New Mexico",35.50708973,-105.9774716,64,0,0,2.28,0.49,1.8,32763,69944,1.2,150056,124979,0.8329,1781,0.0119,4554,0.0303,1720,0.0115,102,0.0007
35061,Valencia,New Mexico,US,"Valencia County, New Mexico",34.71669834,-106.8103733,7,0,0,2.73,0.73,2,12596,28772,0.8,76456,61354,0.8025,1102,0.0144,2564,0.0335,508,0.0066,0,0
36001,Albany,New York,US,"Albany County, New York",42.60060306,-73.97723916,319,8,0,2.27,0.48,1.8,49416,156817,6.1,307117,228964,0.7455,39649,0.1291,282,0.0009,21496,0.07,834,0.0027
36007,Broome,New York,US,"Broome County, New York",42.15903158,-75.81326086,76,5,0,2.32,0.49,1.83,35621,85248,3.3,191659,163081,0.8509,10809,0.0564,591,0.0031,9341,0.0487,99,0.0005
36009,Cattaraugus,New York,US,"Cattaraugus County, New York",42.24778241,-78.67923096,12,0,0,2.41,0.58,1.83,14106,32863,0.3,76840,70431,0.9166,1018,0.0132,2539,0.033,481,0.0063,0,0
36011,Cayuga,New York,US,"Cayuga County, New York",42.91261714,-76.55731592,11,0,0,2.41,0.55,1.86,13859,35534,0.7,77145,71045,0.9209,3506,0.0454,132,0.0017,580,0.0075,0,0
36013,Chautauqua,New York,US,"Chautauqua County, New York",42.2276921,-79.36691763,18,2,0,2.37,0.54,1.83,24668,54603,0.4,127939,116291,0.909,3434,0.0268,394,0.0031,716,0.0056,157,0.0012
36015,Chemung,New York,US,"Chemung County, New York",42.13891056,-76.7638805,47,0,0,2.37,0.56,1.81,15319,36614,1.9,84254,74324,0.8821,4999,0.0593,15,0.0002,1174,0.0139,0,0
36019,Clinton,New York,US,"Clinton County, New York",44.74530905,-73.67875352,36,0,0,2.37,0.5,1.87,12853,35085,0.6,80695,73115,0.9061,3605,0.0447,54,0.0007,962,0.0119,0,0
36027,Dutchess,New York,US,"Dutchess County, New York",41.7648606,-73.74356679,1189,9,0,2.57,0.6,1.97,48700,140804,5.7,293718,229184,0.7803,32319,0.11,1017,0.0035,9867,0.0336,23,0.0001
36029,Erie,New York,US,"Erie County, New York",42.76249024,-78.73063652,1148,30,0,2.32,0.52,1.81,158532,438586,3.8,919719,711887,0.774,121796,0.1324,4117,0.0045,34361,0.0374,22,0
36045,Jefferson,New York,US,"Jefferson County, New York",44.04200959,-75.94653457,33,0,0,2.53,0.68,1.85,14619,53089,0.4,111755,95447,0.8541,6760,0.0605,250,0.0022,1516,0.0136,217,0.0019
36051,Livingston,New York,US,"Livingston County, New York",42.72596275,-77.77966158,24,1,0,2.44,0.54,1.9,10713,28187,0.6,63227,58876,0.9312,2109,0.0334,180,0.0028,515,0.0081,0,0
36053,Madison,New York,US,"Madison County, New York",42.91653905,-75.67266639,92,2,0,2.46,0.58,1.89,12142,32969,0.5,70795,66512,0.9395,1211,0.0171,62,0.0009,1485,0.021,0,0
36055,Monroe,New York,US,"Monroe County, New York",43.14638895,-77.69322942,574,26,0,2.39,0.56,1.83,121631,357749,3,742474,560874,0.7554,112272,0.1512,3122,0.0042,28479,0.0384,171,0.0002
36059,Nassau,New York,US,"Nassau County, New York",40.74066522,-73.58941873,15616,162,0,2.94,0.69,2.25,232164,671593,16.9,1358343,918655,0.6763,162245,0.1194,6223,0.0046,135709,0.0999,1093,0.0008
36061,New York City,New York,US,"New York County, New York",40.7672726,-73.97152637,72181,3485,0,1.99,0.3,1.68,257362,879881,59.3,1628701,904573,0.5554,236356,0.1451,12359,0.0076,200213,0.1229,916,0.0006
36063,Niagara,New York,US,"Niagara County, New York",43.19898042,-78.74777412,120,0,0,2.34,0.51,1.83,38400,99049,1,210433,183349,0.8713,15579,0.074,1496,0.0071,2791,0.0133,0,0
36065,Oneida,New York,US,"Oneida County, New York",43.24375382,-75.43710392,100,2,0,2.38,0.55,1.83,41650,100180,1.1,229577,195773,0.8528,15517,0.0676,580,0.0025,9806,0.0427,0,0
36067,Onondaga,New York,US,"Onondaga County, New York",43.00491923,-76.19971155,377,5,0,2.4,0.57,1.83,75035,217428,3.1,461809,367730,0.7963,55880,0.121,3251,0.007,15963,0.0346,74,0.0002
36069,Ontario,New York,US,"Ontario County, New York",42.85145728,-77.30874425,32,0,0,2.43,0.56,1.87,20570,53524,0.6,109864,101177,0.9209,2638,0.024,230,0.0021,1317,0.012,0,0
36071,Orange,New York,US,"Orange County, New York",41.40337468,-74.30240757,3533,76,0,2.86,0.8,2.06,50452,174767,5.4,381951,279314,0.7313,43050,0.1127,797,0.0021,10935,0.0286,403,0.0011
36075,Oswego,New York,US,"Oswego County, New York",43.42778894,-76.14635194,34,0,0,2.52,0.61,1.92,18238,52200,0.8,117898,112120,0.951,1609,0.0136,158,0.0013,971,0.0082,31,0.0003
36079,Putnam,New York,US,"Putnam County, New York",41.42630093,-73.74965532,345,7,0,2.77,0.67,2.1,16053,49707,8.2,98892,83229,0.8416,3496,0.0354,164,0.0017,1949,0.0197,0,0
36083,Rensselaer,New York,US,"Rensselaer County, New York",42.71348136,-73.51089874,74,2,0,2.38,0.52,1.85,25539,79183,3.1,159442,136797,0.858,10611,0.0666,192,0.0012,4342,0.0272,0,0
36087,Rockland,New York,US,"Rockland County, New York",41.15027894,-74.02560498,5703,119,0,3.07,0.88,2.19,49645,144796,8.5,325695,233051,0.7155,38958,0.1196,377,0.0012,19660,0.0604,0,0
36089,St. Lawrence,New York,US,"St. Lawrence County, New York",44.4976179,-75.06550039,61,0,0,2.43,0.57,1.86,17884,43471,0.5,108047,99965,0.9252,3066,0.0284,841,0.0078,1028,0.0095,262,0.0024
36091,Saratoga,New York,US,"Saratoga County, New York",43.10904162,-73.86653895,153,4,0,2.44,0.56,1.88,38737,118245,0.8,230163,212657,0.9239,4948,0.0215,554,0.0024,6005,0.0261,0,0
36093,Schenectady,New York,US,"Schenectady County, New York",42.81668777,-74.05278291,138,7,0,2.39,0.56,1.83,25515,72355,4,155350,118937,0.7656,15413,0.0992,1502,0.0097,7111,0.0458,220,0.0014
36101,Steuben,New York,US,"Steuben County, New York",42.2689144,-77.3829924,75,4,0,2.41,0.57,1.84,17889,42118,0.4,95796,90696,0.9468,1347,0.0141,37,0.0004,1564,0.0163,0,0
36103,Suffolk,New York,US,"Suffolk County, New York",40.88320119,-72.8012172,14185,199,0,2.93,0.71,2.22,239139,731739,6.4,1481093,1206349,0.8145,116010,0.0783,5501,0.0037,59485,0.0402,232,0.0002
36105,Sullivan,New York,US,"Sullivan County, New York",41.71579493,-74.76394559,253,6,0,2.45,0.57,1.87,13552,32161,2.2,75498,61078,0.809,6663,0.0883,312,0.0041,1321,0.0175,0,0
36109,Tompkins,New York,US,"Tompkins County, New York",42.44945765,-76.47229843,102,0,0,2.27,0.42,1.85,13561,48599,6.5,102793,81512,0.793,4703,0.0458,196,0.0019,10518,0.1023,0,0
36111,Ulster,New York,US,"Ulster County, New York",41.89027881,-74.26252104,382,4,0,2.4,0.51,1.89,33335,84712,2.5,178599,149143,0.8351,10718,0.06,503,0.0028,3026,0.0169,0,0
36117,Wayne,New York,US,"Wayne County, New York",43.15494365,-77.02976528,34,0,0,2.53,0.61,1.92,16103,42850,0.6,90064,84119,0.934,2042,0.0227,7,0.0001,640,0.0071,0,0
36119,Westchester,New York,US,"Westchester County, New York",41.16278376,-73.75741653,14294,211,0,2.65,0.65,2,158902,468771,22.6,967612,610737,0.6312,143734,0.1485,2677,0.0028,58946,0.0609,223,0.0002
37001,Alamance,North Carolina,US,"Alamance County, North Carolina",36.0434701,-79.39976137,20,0,0,2.45,0.59,1.86,26307,74286,0.2,166436,115202,0.6922,32746,0.1967,409,0.0025,2829,0.017,190,0.0011
37019,Brunswick,North Carolina,US,"Brunswick County, North Carolina",34.070565,-78.22814204,26,1,0,2.3,0.43,1.87,37182,49652,0.5,136744,117105,0.8564,14475,0.1059,1221,0.0089,513,0.0038,0,0
37021,Buncombe,North Carolina,US,"Buncombe County, North Carolina",35.61113393,-82.53305,33,1,0,2.3,0.48,1.81,48292,122804,0.7,259103,230685,0.8903,16083,0.0621,1007,0.0039,2654,0.0102,385,0.0015
37023,Burke,North Carolina,US,"Burke County, North Carolina",35.74989637,-81.70755735,28,1,0,2.45,0.55,1.89,17196,37453,0.3,90382,77100,0.853,5663,0.0627,691,0.0076,3257,0.036,57,0.0006
37025,Cabarrus,North Carolina,US,"Cabarrus County, North Carolina",35.3877799,-80.55267168,76,1,0,2.69,0.74,1.95,25749,97925,0.8,211342,148835,0.7042,38874,0.1839,116,0.0005,8764,0.0415,189,0.0009
37027,Caldwell,North Carolina,US,"Caldwell County, North Carolina",35.95204977,-81.54799522,11,0,0,2.46,0.56,1.9,15466,35291,0.1,82029,72577,0.8848,3770,0.046,0,0,465,0.0057,0,0
37031,Carteret,North Carolina,US,"Carteret County, North Carolina",34.8932941,-76.54120135,25,1,0,2.27,0.44,1.83,16237,30454,0.4,69524,62764,0.9028,3291,0.0473,102,0.0015,1092,0.0157,0,0
37035,Catawba,North Carolina,US,"Catawba County, North Carolina",35.66211129,-81.2132617,25,1,0,2.5,0.6,1.89,26739,71148,0.2,158652,127259,0.8021,13084,0.0825,363,0.0023,6575,0.0414,0,0
37037,Chatham,North Carolina,US,"Chatham County, North Carolina",35.70394416,-79.25541492,21,0,0,2.43,0.53,1.89,16306,30887,0.7,73139,58855,0.8047,9046,0.1237,118,0.0016,1222,0.0167,0,0
37045,Cleveland,North Carolina,US,"Cleveland County, North Carolina",35.33553364,-81.55204486,18,0,0,2.49,0.6,1.9,17418,38750,0.2,97645,71358,0.7308,21214,0.2173,240,0.0025,1103,0.0113,133,0.0014
37049,Craven,North Carolina,US,"Craven County, North Carolina",35.11833364,-77.08398081,18,0,0,2.45,0.6,1.85,18543,46729,0.2,102912,72552,0.705,23111,0.2246,226,0.0022,2375,0.0231,463,0.0045
37051,Cumberland,North Carolina,US,"Cumberland County, North Carolina",35.04762133,-78.82623165,48,0,0,2.53,0.7,1.83,37300,151311,0.5,332330,164330,0.4945,123982,0.3731,4251,0.0128,8571,0.0258,1086,0.0033
37057,Davidson,North Carolina,US,"Davidson County, North Carolina",35.79115496,-80.21256572,63,1,0,2.5,0.6,1.9,28859,72470,0.5,166614,141780,0.8509,15428,0.0926,275,0.0017,2864,0.0172,0,0
37063,Durham,North Carolina,US,"Durham County, North Carolina",36.03638492,-78.87608331,191,1,0,2.35,0.55,1.8,37056,154861,3.4,316739,166094,0.5244,113271,0.3576,1101,0.0035,15792,0.0499,0,0
37067,Forsyth,North Carolina,US,"Forsyth County, North Carolina",36.12859861,-80.25459052,99,2,0,2.41,0.6,1.81,56532,167413,1,379099,246738,0.6509,99830,0.2633,1305,0.0034,9574,0.0253,1307,0.0034
37069,Franklin,North Carolina,US,"Franklin County, North Carolina",36.081519,-78.28708884,15,0,0,2.56,0.64,1.92,10417,29099,0.2,67560,44940,0.6652,16790,0.2485,148,0.0022,460,0.0068,0,0
37071,Gaston,North Carolina,US,"Gaston County, North Carolina",35.29373559,-81.17477045,58,1,0,2.54,0.62,1.92,33757,96713,0.4,222846,170312,0.7643,37011,0.1661,529,0.0024,3628,0.0163,104,0.0005
37081,Guilford,North Carolina,US,"Guilford County, North Carolina",36.07959451,-79.78824948,104,5,0,2.41,0.58,1.83,75740,244962,0.9,533670,291198,0.5457,179585,0.3365,3586,0.0067,27077,0.0507,51,0.0001
37085,Harnett,North Carolina,US,"Harnett County, North Carolina",35.36731853,-78.87243571,31,2,0,2.68,0.76,1.91,15414,54038,0.2,134214,92030,0.6857,25909,0.193,1224,0.0091,1757,0.0131,624,0.0046
37089,Henderson,North Carolina,US,"Henderson County, North Carolina",35.33788927,-82.4766782,51,2,0,2.32,0.48,1.84,28504,50965,0.2,116748,106541,0.9126,4352,0.0373,286,0.0024,1758,0.0151,0,0
37097,Iredell,North Carolina,US,"Iredell County, North Carolina",35.80950511,-80.8743128,52,0,0,2.58,0.66,1.92,26249,81658,0.4,178435,144822,0.8116,17120,0.0959,1808,0.0101,4624,0.0259,344,0.0019
37101,Johnston,North Carolina,US,"Johnston County, North Carolina",35.51745004,-78.36622717,37,3,0,2.7,0.76,1.94,24306,87640,0.2,202675,155875,0.7691,33049,0.1631,737,0.0036,1159,0.0057,323,0.0016
37119,Mecklenburg,North Carolina,US,"Mecklenburg County, North Carolina",35.24469268,-80.8317671,741,7,0,2.49,0.64,1.85,112217,542690,3,1093901,573883,0.5246,348940,0.319,4831,0.0044,68138,0.0623,309,0.0003
37125,Moore,North Carolina,US,"Moore County, North Carolina",35.30885257,-79.48474178,14,2,0,2.33,0.51,1.82,22698,40986,0,98682,81692,0.8278,10406,0.1054,537,0.0054,1672,0.0169,1407,0.0143
37127,Nash,North Carolina,US,"Nash County, North Carolina",35.96575634,-77.98422508,21,0,0,2.48,0.61,1.87,16294,42118,0.5,94016,48784,0.5189,37190,0.3956,767,0.0082,854,0.0091,86,0.0009
37129,New Hanover,North Carolina,US,"New Hanover County, North Carolina",34.25758282,-77.87075626,47,0,0,2.28,0.47,1.81,37427,107276,0.7,232274,188476,0.8114,32739,0.1409,515,0.0022,3650,0.0157,0,0
37133,Onslow,North Carolina,US,"Onslow County, North Carolina",34.72607366,-77.42908179,21,1,0,2.66,0.75,1.92,16797,98700,0.3,197683,146722,0.7422,27738,0.1403,1753,0.0089,3952,0.02,178,0.0009
37135,Orange,North Carolina,US,"Orange County, North Carolina",36.06092947,-79.12167935,67,0,0,2.41,0.54,1.87,18364,71547,7.1,146027,108624,0.7439,16500,0.113,1799,0.0123,11390,0.078,0,0
37147,Pitt,North Carolina,US,"Pitt County, North Carolina",35.59535426,-77.37353178,36,0,0,2.39,0.56,1.83,21939,82482,1,179914,103416,0.5748,62463,0.3472,967,0.0054,3697,0.0205,0,0
37151,Randolph,North Carolina,US,"Randolph County, North Carolina",35.71015088,-79.80570339,33,1,0,2.54,0.63,1.91,24213,63665,0.4,143351,121463,0.8473,8133,0.0567,885,0.0062,1805,0.0126,393,0.0027
37155,Robeson,North Carolina,US,"Robeson County, North Carolina",34.64244496,-79.1025053,5,0,0,2.71,0.75,1.96,18955,47383,0.2,131831,36109,0.2739,31788,0.2411,53375,0.4049,840,0.0064,0,0
37157,Rockingham,North Carolina,US,"Rockingham County, North Carolina",36.39593137,-79.77504841,6,1,0,2.39,0.54,1.86,17708,38606,0.1,90690,67009,0.7389,16571,0.1827,110,0.0012,387,0.0043,0,0
37159,Rowan,North Carolina,US,"Rowan County, North Carolina",35.64003916,-80.52446628,51,1,0,2.52,0.62,1.91,23456,60186,0.3,141262,109184,0.7729,21442,0.1518,381,0.0027,1630,0.0115,86,0.0006
37179,Union,North Carolina,US,"Union County, North Carolina",34.98960527,-80.52955873,75,0,0,2.94,0.9,2.04,27269,108117,0.5,235908,190816,0.8089,27967,0.1186,174,0.0007,7860,0.0333,34,0.0001
37183,Wake,North Carolina,US,"Wake County, North Carolina",35.78879266,-78.65249174,314,0,0,2.55,0.68,1.87,113852,544089,1.1,1092305,699803,0.6407,220735,0.2021,2466,0.0023,78213,0.0716,331,0.0003
37191,Wayne,North Carolina,US,"Wayne County, North Carolina",35.36438125,-78.00027268,23,0,0,2.5,0.64,1.86,19322,53724,0.4,123248,79135,0.6421,37652,0.3055,22,0.0002,1667,0.0135,95,0.0008
37193,Wilkes,North Carolina,US,"Wilkes County, North Carolina",36.2084135,-81.16232895,4,1,0,2.41,0.54,1.87,14007,28809,0.1,68557,62850,0.9168,3042,0.0444,0,0,225,0.0033,197,0.0029
37195,Wilson,North Carolina,US,"Wilson County, North Carolina",35.70625477,-77.917978,29,1,0,2.49,0.63,1.87,13809,34352,0.2,81455,40059,0.4918,32253,0.396,400,0.0049,787,0.0097,0,0
38015,Burleigh,North Dakota,US,"Burleigh County, North Dakota",46.97847375,-100.4645214,38,0,0,2.31,0.54,1.77,14205,50473,0.3,95273,86062,0.9033,2208,0.0232,4210,0.0442,572,0.006,0,0
38017,Cass,North Dakota,US,"Cass County, North Dakota",46.93201724,-97.2444719,65,1,0,2.27,0.51,1.76,19598,100445,0.8,181516,155954,0.8592,12097,0.0666,2075,0.0114,6669,0.0367,0,0
38035,Grand Forks,North Dakota,US,"Grand Forks County, North Dakota",47.92093639,-97.45450447,11,0,0,2.28,0.49,1.8,8362,38508,0.9,70770,58512,0.8268,3512,0.0496,1975,0.0279,2235,0.0316,107,0.0015
